score_fused,score_alone
-16.241659087137375,-16.367862153392462
-16.194763693847573,-16.396111002492145
-16.19468835540902,-16.593639903548016
-16.1947203541775,-16.577044603198352
-16.194811571997484,-16.577044603198352
-16.19473623355893,-16.577044603198352
-16.19468835540902,-16.57705566478539
-16.194811571997484,-16.593639903548016
-16.19473623355893,-16.396169942229093
-16.194811571997484,-16.396169942229093
-16.194763693847573,-16.351379813276964
-16.194763693847573,-16.351379813276964
-16.194763693847573,-16.351379813276964
-16.265050960535596,-16.351427691426874
-16.265007900180084,-16.351379813276964
-16.264975622097047,-16.33316014218934
-16.264975622097047,-16.33316014218934
-16.264975622097047,-16.33316014218934
-16.26505577832999,-16.33316495998373
-16.264975622097047,-16.33316014218934
-16.265007900180084,-16.333117081833823
-16.264975622097047,-16.33316014218934
-16.26503989894856,-16.3331490806023
-16.26503989894856,-16.3331490806023
-16.26505577832999,-16.332694188901648
-16.26505577832999,-16.33316495998373
-16.265007900180084,-16.333117081833823
-16.26505577832999,-16.33316495998373
-16.26503989894856,-16.3331490806023
-16.264975622097047,-16.33316014218934
-16.220524661694945,-16.288709181787233
-16.220600000133494,-16.220600000133494
-16.220552121983587,-16.220552121983587
-16.220524661694945,-16.220524661694945
-16.220524661694945,-16.220524661694945
-16.220524661694945,-16.220524661694945
-16.220600000133494,-16.220600000133494
-16.220552121983587,-16.220552121983587
-16.220600000133494,-16.220600000133494
-16.220600000133494,-16.220600000133494
-16.220600000133494,-16.220600000133494
-16.22047678354503,-16.22047678354503
-16.220552121983587,-16.220552121983587
-16.22047678354503,-16.25800559251319
-16.220600000133494,-16.258128809101645
-16.220600000133494,-16.258128809101645
-16.220600000133494,-16.258128809101645
-16.220600000133494,-16.220600000133494
-16.220524661694945,-16.220524661694945
-16.220600000133494,-16.220600000133494
-16.220600000133494,-16.220600000133494
-16.220600000133494,-16.220600000133494
-16.220524661694945,-16.220524661694945
-16.220552121983587,-16.220552121983587
-16.220524661694945,-16.220524661694945
-16.220552121983587,-16.220552121983587
-16.220600000133494,-16.220600000133494
-16.220600000133494,-16.220600000133494
-16.220524661694945,-16.220524661694945
-16.22047678354503,-16.22047678354503
-16.220524661694945,-16.220524661694945
-16.220600000133494,-16.220600000133494
-16.220600000133494,-16.220600000133494
-16.220524661694945,-16.220524661694945
-16.220600000133494,-16.220600000133494
-16.220600000133494,-16.220600000133494
-16.22047678354503,-16.22047678354503
-16.220600000133494,-16.220600000133494
-16.220600000133494,-16.220600000133494
-16.220524661694945,-16.220524661694945
-16.220552121983587,-16.220552121983587
-16.220600000133494,-16.220600000133494
-16.220600000133494,-16.220600000133494
-16.220600000133494,-16.220600000133494
-16.220524661694945,-16.220524661694945
-16.220600000133494,-16.258128809101645
-16.220552121983587,-16.25808093095174
-16.214981378021022,-16.235477659448453
-16.214981378021022,-16.235477659448453
-16.214933499871112,-16.235429781298542
-16.214933499871112,-16.220795931521256
-16.214981378021022,-16.220795931521256
-16.214933499871112,-16.220795931521256
-16.214981378021022,-16.220795931521256
-16.214981378021022,-16.220784869934217
-16.214981378021022,-16.220795931521256
-16.214981378021022,-16.220784869934217
-16.214981378021022,-16.220784869934217
-16.214981378021022,-16.220784869934217
-16.214981378021022,-16.220784869934217
-16.214981378021022,-16.220795931521256
-16.214933499871112,-16.220784869934217
-16.214981378021022,-16.220784869934217
-16.214933499871112,-16.220784869934217
-16.214981378021022,-16.220795931521256
-16.214933499871112,-16.220784869934217
-16.214981378021022,-16.220784869934217
-16.214933499871112,-16.220784869934217
-16.214933499871112,-16.220784869934217
-16.214981378021022,-16.220795931521256
-16.214981378021022,-16.220784869934217
-16.214981378021022,-16.220784869934217
-16.214981378021022,-16.220784869934217
-16.214933499871112,-16.220795931521256
-16.214981378021022,-16.220784869934217
-16.214933499871112,-16.220784869934217
-16.214981378021022,-16.220784869934217
-16.214981378021022,-16.220795931521256
-16.214981378021022,-16.220795931521256
-16.214981378021022,-16.220784869934217
-16.214981378021022,-16.220784869934217
-16.214981378021022,-16.220784869934217
-16.214981378021022,-16.220784869934217
-16.214933499871112,-16.220795931521256
-16.214981378021022,-16.220795931521256
-16.214933499871112,-16.220795931521256
-16.214933499871112,-16.220784869934217
-16.214981378021022,-16.220784869934217
-16.214981378021022,-16.220784869934217
-16.214981378021022,-16.220784869934217
-16.214933499871112,-16.220784869934217
-16.214933499871112,-16.220795931521256
-16.214933499871112,-16.220784869934217
-16.214933499871112,-16.220795931521256
-16.214933499871112,-16.220784869934217
-16.214933499871112,-16.220784869934217
-16.214981378021022,-16.220784869934217
-16.214933499871112,-16.220784869934217
-16.214981378021022,-16.220784869934217
-16.214933499871112,-16.220795931521256
-16.214981378021022,-16.220784869934217
-16.214933499871112,-16.220795931521256
-16.214933499871112,-16.220784869934217
-16.214981378021022,-16.220795931521256
-16.214933499871112,-16.220795931521256
-16.214933499871112,-16.220795931521256
-16.214933499871112,-16.220795931521256
-16.214981378021022,-16.220784869934217
-16.19248814268462,-16.19248814268462
-16.188918200755715,-16.19248814268462
-16.105098184767858,-16.105098184767858
-16.10511406414929,-16.10511406414929
-16.13445145803714,-16.134469596521825
-16.188918200755715,-16.19248814268462
-16.2082766678856,-16.2082766678856
-16.19248814268462,-16.19248814268462
-16.19248814268462,-16.19248814268462
-16.2082766678856,-16.2082766678856
-16.19248814268462,-16.19248814268462
-16.19248814268462,-16.19248814268462
