score_fused,score_alone
-19.144485088857305,-21.396731117393255
-19.877375273559636,-20.577083748118856
-19.529129238045993,-19.96587922754349
-19.505010299916062,-19.858272477367155
-19.613394088628155,-19.99363920283714
-19.196137994480214,-19.67074195781019
-19.20185842814177,-19.651254444639456
-19.00681713266247,-19.651254444639456
-19.00681713266247,-19.301915387823126
-19.196137994480214,-19.301915387823126
-19.100503787237383,-20.98885988151956
-19.491736331511753,-19.049118653416635
-19.100503787237383,-20.703702542342143
-19.01950905697543,-19.049118653416635
-18.790029140249246,-19.148655040291686
-18.790029140249246,-19.148655040291686
-18.790029140249246,-18.790029140249246
-18.62139368292114,-19.061807095918994
-18.62139368292114,-18.979286691410014
-18.693283125164108,-18.693283125164108
-18.693283125164108,-18.693283125164108
-18.693283125164108,-18.693283125164108
-18.71016376725018,-18.71016376725018
-18.790029140249246,-18.693283125164108
-18.62139368292114,-18.62139368292114
-18.62139368292114,-18.62139368292114
-18.62139368292114,-18.979286691410014
-18.62139368292114,-18.979286691410014
-18.71016376725018,-18.71016376725018
-18.71016376725018,-18.71016376725018
-18.71016376725018,-18.71016376725018
-18.71016376725018,-18.71016376725018
-18.71016376725018,-18.71016376725018
-18.71016376725018,-18.71016376725018
-18.71016376725018,-18.71016376725018
-18.684218889830017,-18.684218889830017
-18.684218889830017,-18.684218889830017
-18.684218889830017,-18.684218889830017
-18.684218889830017,-18.684218889830017
-18.684218889830017,-18.684218889830017
-18.684218889830017,-18.684218889830017
-18.684218889830017,-18.684218889830017
-18.684218889830017,-18.684218889830017
-18.684218889830017,-18.684218889830017
-18.684218889830017,-18.684218889830017
-18.684218889830017,-18.684218889830017
-18.684218889830017,-18.684218889830017
-18.684218889830017,-18.684218889830017
-18.684218889830017,-18.684218889830017
-18.684218889830017,-18.684218889830017
-18.684218889830017,-18.684218889830017
