score_fused,score_alone
5.564547241261986,5.104073078210016
5.376696647438228,5.272835099070939
5.419998136263505,5.290093272687053
5.510451095895296,5.110079279955464
5.362027480034141,5.286886935834012
5.5439269916866385,5.360184990483322
5.550396144114217,5.446455057253954
5.4834064463290275,5.489118145527334
5.516458182121561,5.53807522412982
5.554606660645177,5.516987620997971
5.5130711914084065,5.4402326898693385
5.415397415277024,5.453231601580865
5.2979297313623555,5.474618073397833
5.535645804607242,5.492259481230852
5.545294415701055,5.505874028120783
5.497555737789412,5.50735848982064
5.519723112581713,5.523471269233508
5.53058387265795,5.519968552648987
5.505346322942405,5.511097437419557
5.511106955436535,5.495862692099865
5.467713466059874,5.5458561940385644
5.556947583425584,5.540351863318953
5.548612700301457,5.551232152210872
5.531995876166273,5.534152027315257
5.5420515292231505,5.521382143161639
5.519753731320726,5.514923279925942
5.549661319486543,5.50192679369503
5.528876845680958,5.488213651264645
5.498456176650338,5.4972461981854055
5.5212153597283615,5.495161224767599
5.524993511414369,5.5018710906441575
5.513438989652502,5.504410596309065
5.49634180624111,5.51220416331968
5.5454878000231185,5.538826614900544
5.524629044877515,5.521673793403819
5.552415904939004,4.693724544619847
5.495846167037758,5.536810207952112
5.526560155410941,4.744275981872725
5.535180920463017,4.744275981872725
5.529789106719658,4.869087899347577
5.528604070125896,4.869087899347577
5.535327671505623,5.526807678953823
5.537453915248571,5.529965100908427
5.544211144473925,5.523111634860829
5.53890501139264,5.528945060354631
5.540567901470112,5.523123466492643
5.539459841301351,5.520278894664701
5.5382725203988645,5.527226816418742
5.5369915104654375,5.525827456650574
5.5382725203988645,5.530284272173026
5.52754615701412,5.5330073543107545
