score_fused,score_alone
-15.166678174418172,-15.520258155805545
-14.581588250549727,-14.835857494361129
-13.827676192026123,-14.22465297378577
-14.167903221322028,-14.117046223609433
-13.827676192026123,-14.304202535947349
-13.548222706031986,-14.01647639623742
-13.897561762848307,-13.996988883066683
-13.897561762848307,-13.996988883066683
-13.548222706031986,-13.64764982625036
-13.64764982625036,-13.64764982625036
-13.64764982625036,-13.64764982625036
-13.64764982625036,-13.87504263818775
-13.64764982625036,-13.542569893604774
-13.542569893604774,-13.542569893604774
-13.512015953924772,-13.512015953924772
-13.512015953924772,-13.512015953924772
-13.512015953924772,-13.512015953924772
-13.384638953844563,-13.384638953844563
-13.384638953844563,-13.384638953844563
-13.41526993883963,-13.41526993883963
-13.384638953844563,-13.384638953844563
-13.384638953844563,-13.384638953844563
-13.384638953844563,-13.384638953844563
-13.512015953924772,-13.41526993883963
-13.343380496596666,-13.343380496596666
-13.384638953844563,-13.384638953844563
-13.343380496596666,-13.384638953844563
-13.343380496596666,-13.384638953844563
-13.384638953844563,-13.384638953844563
-13.384638953844563,-13.384638953844563
-13.384638953844563,-13.384638953844563
-13.384638953844563,-13.384638953844563
-13.384638953844563,-13.384638953844563
-13.384638953844563,-13.384638953844563
-13.384638953844563,-13.384638953844563
-13.384638953844563,-13.384638953844563
-13.384638953844563,-13.384638953844563
-13.384638953844563,-13.384638953844563
-13.384638953844563,-13.384638953844563
-13.384638953844563,-13.384638953844563
-13.384638953844563,-13.384638953844563
-13.384638953844563,-13.384638953844563
-13.384638953844563,-13.384638953844563
-13.384638953844563,-13.384638953844563
-13.384638953844563,-13.384638953844563
-13.384638953844563,-13.384638953844563
-13.384638953844563,-13.384638953844563
-13.384638953844563,-13.384638953844563
-13.384638953844563,-13.384638953844563
-13.384638953844563,-13.384638953844563
-13.384638953844563,-13.384638953844563
