score_fused,score_alone
18.90567524400309,21.105016043058708
18.725984645033186,19.703427260129676
19.61005812830948,18.204436936067065
19.57929421806842,19.680137381153717
19.1454491203232,19.177341369279574
19.640842303566238,19.464914753951643
19.563699459762244,19.52503389506764
19.175715123936843,19.83559411313337
19.692824079463335,19.839272466422386
19.823033678594655,19.828572154146197
19.943146448590625,18.969590272109244
19.901860759703155,19.661468898432766
19.83764629330643,19.720934127811255
19.794017071486127,19.844246865806152
19.368355925116923,19.885916638374525
19.854096973093736,19.875145598762263
19.889712504840467,19.936385307954822
19.79344394376905,19.803529109215873
19.874485216217654,19.88995698884396
19.625675138548647,19.867896014352358
19.879062834301607,20.009391368387952
19.840289713097622,19.874656857504842
19.877152723425034,19.88685036303635
19.737371631344914,19.87404986621064
19.87732186702803,19.885170882985577
19.86177840455483,19.91916627088844
19.775539927993364,19.88830724348082
19.796635034891075,19.844640733327363
19.855022575817763,19.840370097550405
19.19428431427393,19.936628141216573
19.896861378968737,20.016498225672148
19.921123148060165,19.865203995021158
19.34662833227305,19.957359908045994
19.26855354290235,19.90548281111031
19.7453104698249,19.898983408064172
19.772828471406836,20.02115708399987
19.812092018262316,19.9431363434747
19.731482376840134,19.86724909738792
19.74494989962074,19.870150869327425
19.342109574988626,19.95955677557982
19.73158087696013,19.959567769703806
19.807035156568755,20.08131992167266
19.704926602793044,19.90110707445461
19.803157604543856,19.809859150798943
19.215807856533317,19.898983408064172
19.779334129305354,19.823692389638634
19.731924095337927,19.8236719878597
19.70500831044185,19.844906030923983
19.77258036101737,19.842262126131843
19.70496187121958,19.866354629499863
19.79930525557994,19.842262126131843
