score_fused,score_alone
6.945215853386907,6.920091132302553
6.744882875931519,6.806784609168897
7.064574460927979,7.078742816038713
7.143539273774491,7.146496481841198
7.122770796383477,7.1202105837961
7.115571728758775,7.161361893856668
7.061052151473198,7.117091559460799
7.411975400045538,7.103400874914688
7.017583863926083,6.963801916139244
7.139534690360469,7.362228667639383
7.139534690360468,7.225803190606049
7.139534690360468,7.503058595973255
7.029742941003421,7.444385272652379
7.450654682173266,7.457847545774278
7.397539563793688,7.397539563793688
7.445182782621606,7.3954964572425075
7.36790304680036,7.397322104860164
7.362266280987972,7.386819696563766
7.33540695010758,7.483012440097376
7.321330452718587,7.320941113563254
7.375707473275777,7.285673001931512
7.38018558784166,7.278861480874999
7.277433320726316,7.252018832245343
7.230177807980426,7.2461017688463585
7.245526265282602,7.259360813314021
7.263370259441768,7.2096251148011214
7.276336087623971,7.276336087623971
7.26131494189446,7.2327461811668705
7.210789486951226,7.210789486951226
7.2228718071520595,7.222871807152058
7.233782696564196,7.233782696564196
7.307860007558328,7.3196547514541965
7.307860007558328,7.303511079377367
7.321804056056755,7.321804056056755
7.321804056056755,7.321804056056755
7.304577940798784,7.304577940798784
7.304580359531949,7.304580359531949
7.3009151930746485,7.3009151930746485
7.3009151930746485,7.3009151930746485
7.3163875624180505,7.3163875624180505
7.289949572287971,7.289949572287971
7.289949572287971,7.289949572287971
7.32993781469322,7.329937814693221
7.332793423036083,7.332793423036082
7.3009151930746485,7.3009151930746485
7.30419967281353,7.3009151930746485
7.3163875624180505,7.3163875624180505
7.319654142008095,7.319654142008095
7.3372222861997205,7.3163875624180505
7.3372222861997205,7.348159611729237
7.3163875624180505,7.3163875624180505
