score_fused,score_structure,score_alone
-19.265072902612204,-20.090073215904823,-20.9052162696151
-17.54975052485544,-17.656107842376894,-17.88998018331391
-17.631259970907678,-17.67327399057118,-17.86711264056392
-17.621703061201966,-17.618357871440104,-17.7041875974133
-17.736407264473268,-17.746820386634923,-17.738510668719808
-17.725694183054834,-17.779618678566816,-17.718433491794347
-17.63463268775706,-17.68740076378903,-17.65244474297067
-17.65802632166514,-17.660757966928376,-17.65404323336778
-17.687762438551292,-17.617848039631653,-17.641877029361773
-17.595198076750144,-17.641641975419635,-17.646561354601374
-17.468660577025084,-17.468203437777333,-17.473991698423035
-17.484627162888824,-17.32111746133884,-17.316679820460983
-17.450569199468728,-17.29738519916553,-17.292610884751277
-17.40996027840401,-17.305904284432426,-17.310643714328638
-17.415514344858273,-17.325877427916257,-17.35723095167854
-17.436653121571503,-17.351771595558446,-17.350802780895922
-17.454936222888524,-17.367711817207212,-17.365070439217927
-17.431878875574778,-17.35534852159114,-17.351454537190634
-17.44025095724993,-17.367555357054563,-17.358427996835694
-17.454812806645645,-17.37290519724587,-17.361835280106714
-17.453165393824847,-17.390690004104886,-17.382729383401866
-17.440684938280743,-17.40631130159135,-17.399162817630202
-17.45663130915615,-17.427543032241026,-17.427543032241022
-17.487580182457947,-17.45876731105202,-17.461101144951606
-17.48953107664532,-17.474230939792495,-17.474230939792495
-17.489892181160304,-17.47923527189159,-17.47923527189159
-17.52894963707912,-17.504166725579406,-17.506077080577956
-17.484520166112457,-17.48556072506891,-17.49561447985424
-17.51959669774951,-17.507717169819035,-17.505157637284835
-17.54437440199272,-17.531878068381502,-17.530113059192814
-17.5445820598614,-17.532776290272153,-17.532776290272153
-17.564101307194214,-17.55469302806366,-17.55469302806366
-17.586605043590527,-17.56900790590755,-17.56900790590755
-17.4317327335284,-17.421954265925656,-17.421954265925656
-17.450872264290663,-17.43779280300565,-17.43779280300565
-17.463486247437768,-17.447427866352044,-17.442639344724284
-17.42678511850442,-17.417462985011507,-17.419496786599737
-17.44700712539463,-17.438093181826467,-17.438093181826467
-17.443038560535843,-17.435841106919945,-17.435841106919945
-17.43962524294643,-17.435205562972246,-17.435205562972246
-17.45193687560221,-17.436963493422592,-17.43696349342259
-17.455089753569208,-17.438098827397745,-17.438098827397745
-17.461678899544975,-17.4440851603392,-17.444085160339203
-17.47022444832615,-17.451470031310905,-17.451470031310905
-17.478857470559326,-17.460482661434696,-17.460482661434696
-17.48026138397878,-17.46255221907139,-17.46255221907139
-17.464812448566004,-17.44174097851747,-17.44174097851747
-17.451855618965364,-17.438212875205423,-17.438212875205423
-17.462095949659837,-17.450187797841398,-17.450187797841398
-17.4704627866144,-17.459778219727813,-17.459778219727813
-17.444551938872163,-17.424312226962755,-17.424312226962755
