score_fused,score_structure,score_alone
4.993843805555956,7.138390615323666,5.0788461193432735
4.113661827993674,5.096531689835354,5.283887724808277
3.7554198094265265,3.848194867367499,3.860544943570421
3.974118011406969,4.4350208103515465,4.4756390627679155
3.6747460324568233,4.241929097062115,4.244441300370284
3.8518013754412523,4.382288149749372,4.363704790756628
4.178080640106521,4.595907778722652,4.605799974108848
4.075988810183024,4.174539554989076,4.168345615762387
4.163866031817433,4.509489742807289,4.5413176537303155
4.042162682687249,4.726194326445737,4.775299164695926
4.180584360112995,4.568497746505497,4.502605280734996
3.892134577200713,4.533979757722269,4.487512622518854
4.146947376430947,4.408865636609383,4.358841592693901
4.026085044607679,4.37729194476042,4.374293556925272
4.038228629015544,3.9739663804949044,3.95532201508701
3.777426686796855,3.9400293166621703,4.01547589554317
3.847793472866245,4.100758774394623,4.114058150372823
4.074381421506989,3.90512310451356,3.9043697538314914
3.8739209692849643,3.951818706737431,3.963225586005356
3.9024995900337416,3.9762703287937646,3.9910015386897464
3.912023494753953,3.9897255606230755,4.010700396693511
3.83293050409546,4.020682168866475,4.040594344882784
3.8243293971927064,4.016010898736705,4.0341840524347194
3.672857875431664,3.9022193424456475,3.9010767533272115
3.788679902628108,3.7464063420469254,3.753877430464704
3.753093933231034,3.8009625497137423,3.817437649274288
3.770262189111562,3.8020876691494108,3.804012853993888
3.8844785423096027,3.8616752818406743,3.8464024855356103
3.748271438428912,3.682687598783305,3.682943856735659
3.776259764229907,3.7746895074785325,3.7619578354807834
3.8823665612161324,3.856759870210384,3.8661331872086886
3.984702994592989,3.9555183332662724,3.9538144295433515
3.9484984888245758,3.907209000809691,3.9151058035301527
3.9914978309505504,3.9648063649666923,3.978870207091911
4.0142143096794145,4.027637687484521,4.025430078723977
3.9899269975378986,4.10710791786233,4.110540756197012
4.042377160119486,4.177491254958832,4.158144644299522
4.032987836527817,4.1447678258607485,4.110540756197012
4.0946784119296975,4.194118628533567,4.110540756197012
4.147143342173595,4.255452025650532,4.110540756197012
4.091264885089579,4.158560731846136,4.110540756197012
4.148403743799503,4.2297803487881325,4.2242303744950105
4.132131133667362,4.2414590302735435,4.240912587264853
4.183795035573626,4.280455635922653,4.277473093240225
4.192180143929914,4.347897504894669,4.346491269055356
4.257772066742755,4.398939789946307,4.400399117596202
4.333434555066098,4.446531035454961,4.450446993824352
4.2932988764739,4.422922122620924,4.421839247052181
4.310618558366583,4.447373105907219,4.450140273022571
4.322266555203958,4.470227320692698,4.466097780397612
4.237890544460722,4.508165006118135,4.508656769675763
